image_name,tweet_translation,sms_translation,sms_language,topic_label,binary_label
Ezqq-IvWEAsyXF2.jpg,"@Hermesparcels @actionfrauduk  @TakeFive 
Fraudsters using fake Hermes delivery SMS messages to scam peeps again🙄
Be on your guard everyone! https://t.co/v6432fLTwR",Hermes : Oops we missed your delivery today . To book a redelivery please visit https : // myhermes.ref791.com Your parcel will return to sender if unpaid .,en,scam-delivery,harmful
Esjd0AUW8AAHvxQ.jpg,"@telenorpakistan 
Another fraud sms on telenor network

My number is 03455566415 https://t.co/TV9fqIS7uA","Rs 2,000.00 on CNIC : 3430252131356 sent from Easypaisa Biometric Agent.fatma bibi TID : 007835273921",en,scam-financial,harmful
Du6_a_sX4AEjxqi.jpg,"Targeted user for fraud, till user order details leaks from Ecommerce websites @snapdeal , have to punishment who are leaks user data from the database. Fake sms and calling from number detail attached, lots of people without verification trust them. @CIDWestBengal @WBPolice https://t.co/ztX0X1rBTT","Welcome to you Snapdeal online shopping pvt Ltd.co. Dear sir , Congratulation your product ordered . home shopping result are out your name has selected in the luckky draw.you have two options 1 st is Tata safari 2nd is Payment of Rs 12,60000 / - The charge of ( REGISTRATION ) Service is RS - 8500 / - The charge of TR paper charges only RS - 12600 / valid upto 21/12/2018 for more details contact us at 07484946511 details 24X7 Toll free no , 180030109389 2 SMS 9:14 am",en,scam-financial,harmful
ECo24lgUwAAxpma.jpg,@cars24india @TRAI @vikramchopra Cars24 least care how they treat people once they get your number. Mental trauma and agony starts after that. They do not even care for the rules and guidelines laid by TRAI.DND is just an eye wash. Another spam sms from them. https://t.co/neQYI2fB6G,Get your CAR INSPECTED for FREE today and know the best price for your car @ CARS24 https://bit.ly/2HQmOk4,en,spam-promo,harmful
EFJ92oUVAAE2yKm.jpg,"It&#39;s crazy, there are people who really intend to scam Apple/iPhone users. This afternoon I got an sms like this https://t.co/rAPodVx2Hl","Your Apple ID has been locked for security reason , please visit : https : // idapplecs.page.link )  . CS910381003 and verify your self .",en,phishing-account alarm,harmful
ERzML_AWAAICB_t.png,I got my first SMS/text spam. I guess @NAPAKnowHow is into SMS spamming now? https://t.co/93Bf3JitkK,"Today , 11:33 AM 1 of 2 FRM : NAPA AUTO MSG : Don't you wish to earn more than 400 $ extra income weekly Why delay ? Get  started by applying our sticker on your ( Con't ) 2 of 2 vehicle to start getting paid . Send  YES for details now ( End )",en,spam-promo,harmful
El9ZnGJUYAEr6kx.jpg,"police r u taking any action on this of Scam by fraudster? last time i reported here on Oct 09th and now again for second time i.e.,Nov 04th i  Received this Via Normal SMS. Please look into this...
@CyberCrimeRck
@CyberCrimeshyd
@cyberabadpolice
@cpcybd
@hydcitypolice
@CPHydCity https://t.co/z7D6NzOb18",we are finding one fraud ( chorr ) person name- V Bhanu Chander have taken moneed company loan and overdue by 300 days .Father name is veeramalla srinivas . please tell him to pay moneed loan and police is finding him call 9866969789 Receive from SIM1 Cellone 10:30 AM,en,scam-financial,harmful
Dp7LtvTXgAAiOzs.jpg,First time a spam SMS asked me how I am. Feeling overwhelmed. https://t.co/PrN6L7Fg4Z,"Hi , How RU . FY / SY / HSC Failed . Don't Worry . Complete TY in 3-6 Months.BA , BCOM , BBA , BCAM BA , MCA , M.TECH , B.ED . 100 % Success . Authorised University.Cal Uday - 9653699116",en,spam-promo,harmful
Ew06IPTUYAYbAS0.png,"From last year, look for Pn Juliati, xsure scam to what 🤣 ... sbb xpernah know spe Juliati ni 🙄🙄🙄 sms is not normal ... there is no way to report scammer cmni https://t.co/Qjs5lLWZ21","Tn / Pn JULIATI BINTI JUSOH , we still havent received the pymnt for your TM final acc U600323215510 RM868.25 and TM will initiate legal action . Call 0162164679 for info . Pls dsrgrd msg if pymnt has been made .",en,scam-financial,harmful
D-BkLN1U4AAQAPJ.jpg,"Oh thanks @UnitedAusParty, now spammers have caught onto your sms marketing idea. I don't care if it is irrational to blame you. For me, you did it first. #spam https://t.co/tRU1VMqdak","Selected as winner of £ 6,500,000 on BET365 Promo . Go to www.na65.net to claim .",en,scam-prize,harmful
E3Gn6-MVUAEY-Re.jpg,"⚠ CYBER FRAUD SMS message alert ~ @airtelindia @Airtel_Presence @Cyberdost @DCP_CCC_Delhi
@CellDelhi @DCPSouthDelhi

Request you to pls investigate and take action against cell # 9931820116 and tel # 8001104837. See attached image. Thanks. https://t.co/2loNiQ0bbS","Dear customer your Airtel sim Number has been b - locked for 24 hrs please Ekyc Update submit Addhar Card Today please call customer care : 8001104837 im , mediately 12:37 PM",en,scam-account alarm,harmful
EgCZ_8lXgAEQW0k.jpg,"@ee another spam sms came through - reported it to ofcom, but 7726 doesn't work for me. https://t.co/JWyrtfvEgY","MyEE : We were unable to process your latest bill . In order to avoid fees , update your billing information via : https://ee.billing-infoverify.com/ account",en,scam-account alarm,harmful
EOyWCmyX4AA07cI.jpg,#Paytm #Fraud SMS https://t.co/0wZ2TlxCEx,PAYTM Dear paytm customer your KYC has been suspended.Paytm office pH 6295957449 call immediately.Your account will blocked within 24 hours.Thank you paytm team,en,scam-account alarm,harmful
Eq08GvDXUAMhnpD.jpg,FRAUD FAKE CORONOVIRUS SCAM SMS TXT TO STEAL YOUR BANK DETAILS FOLKS . ITS NOT GOVERNMENT ITS FRAUD . https://t.co/4HhDsBGzI8,GOV - UK : We have issued a payment of £ 258.76 to all residents as part of its promise to battle COVID - 19 . Please visit https : // grant - cov -19.com to apply,en,scam-covid,harmful
Ei2fUKhX0AErpbX.jpg,I appreciate the personalization that went into this SMS scam. My mechanic did once tell me that I look Jewish. https://t.co/VMfrZeXpiW,"Shalom , urgent notice for the USPS delivery 3R58D3 from 05/15/2020 . Go to : sm4x.info",en,scam-delivery,harmful
Ers5xcKUYAMAe8E.jpg,"CERTFA reports that Iran's Charming Kitten (APT35, Phosphorus) group was behind an SMS spear-phishing campaign over Christmas https://t.co/lP0qn3Ml5q https://t.co/yk9pfh4Csu",Google Service : Dear Congratulations ! Your Google account has been recovered successfully less than an hour ago . Please confirm your identity using the following link : https://www.google.com/url ? q = https % 3A % 2F % 2Fscript.goo gle.com % 2Fmacros % 2Fs % 2FA Kfycbw3 || DYJI6rF6EzKCxLhgD GnSLOlxYK5KVVdUJVeZVUOQO W WB % 2Fexec % 3Fesubject % 3D % 26eto % 3D,en,scam-account alarm,harmful
Edi6sszU8AEn_ge.jpg,"Regular I get a sms on my phone for Paytm kyc update by fraud team be careful
@consumrconxion
@consumervoicein
@newproblem
@consaff
@ufteryou
@jagograhakjago
@jagograhakjago_
@consumercourt_
@thebharatseva
@consumer2court
@babagolmaal
@bhonpu_news
@just_outspoken https://t.co/EVNskHUcEy",Dear Customer Your PayTM documents Has been expired Today.Please call us 7866037046immediately . Your Account diactivated within 24hrs . Thankyou,en,scam-account alarm,harmful
EDcIld5U8AE2NsY.jpg,"@BSSN_RI @TMCPoldaMetro I&#39;ve been like this. Around 1 o&#39;clock a few weeks ago in the spam sms like this. Not only from oyohotels, from other applications as well. But I don&#39;t respond because this is a fraud fix. https://t.co/Z5oG2EmYuR","- .. s your OTP ( One Time Password ) for logging into the OYO app . For security reasons , do not share the OTP .",en,scam-other,harmful
DUKrPinXUAAN8V6.jpg,@amazon looks like someone is sending out some sms spam on the back of your brand. #bookwriters #spam https://t.co/enojHi9bep,Last 2 Hrs Left to Activate your 85 % Amazon Coupon for your Book Writing & Publishing . Click Here book-writers.com to Activate Now .,en,spam-promo,harmful
EESLPNbWsAE1smA.jpg,"@Paytmcare this evening i got a call from this number, stating that calling from paytm customer care. He told me to please click on link shared in sms to get 1205. When I asked some details then he disconnected the phone. Seems like some fraud going on. 
Please investigate. https://t.co/UUxbBfmRLq",Welcome to PayTM your KYC done successful your wallet get 1205 rupees kyc cashback in wallet click in link and login your http://6c0bc0d8.ngrok.io/ paytm,en,scam-financial,harmful
ENsHIXqU4AMHwSG.jpg,"@Paytmcare Ihv got SMS from  similar wards like paytm. someone using yr popolar name for money related fraud.
Aware paytm customer from such SMS. https://t.co/MjIYV8w5O3",Dear Pyatm Customer your Pyatm KYC has been Suspended.pyatm Office PH 9971559199 Immediately.call your account will block within 24hrs .,en,scam-account alarm,harmful
EnxJZRAVcAAGx2-.jpg,Dear @att do you think you can do something about this kind of phishing by SMS? Or nah? https://t.co/g9OPRObYZj,Your Netflix account will be locked because your payment was declined qvo5j.com/VYOCGL2SUT,en,phishing-account alarm,harmful
ElewPYcVcAATv1g.jpg,"@aduanBRTI mean, every day I get sms, how can I be safe from Spam like this? https://t.co/GAKfrZTOZB","4YO G4BUN6 !!! PRO6R4M 1NV35T4S1 600rb GET 7jt 1jt GET 15jt 1,5jt GET 32jt 2jt GET 40jt 4jt GET 80jt 5jt GET 95jt Info klik : www.recoverydana 98.com",en,spam-promo,harmful
En9yivLUUAAdTJZ.jpg,"I strongly suppose this SCAM SMS message is due to the leakage of my personal information from @Ledger .

Scammers know not only my name and phone number, they know I'm using Ledger hardware wallet. https://t.co/6VxVxb96C8","My name Withdrawal request from new Device , ( IP Russia , Moscow ) . View , Edit or Cancel : ledger.com-device.id ■ .app / / activity",en,scam-account alarm,harmful
EZV3u8vVAAACUse.jpg,@Paytmcare received fraud sms regarding paytm kyc as stated in below pic request you to report about it https://t.co/7kB9K35aSj,Dear PAYTM customer your KYC has been suspended . To Verified PAYTM KYC call 8389901867 immediately . Your account will be blocked within 24 hours,en,scam-account alarm,harmful
EHUI3pDWwAEY3t7.jpg,@LEVIS I'm happy that your store has opened but spamming me everyday with multiple SMS won't make me run to your store. Please stop the #spam. https://t.co/5CofyRLbCz,"Your favorite Levi's store in Select City Walk Mall , Saket is NOW OPEN in an all new avatar ! Get exclusive customized Levi's trucker jackets and jeans at Tailorshop . T & C To opt out call +919986452499 .  Celebrate Diwali with Levi's . Get an ANTI THEFT BACKPACK on purchase of Levi's apparel worth Rs.7999 or a DUFFLE BAG ON purchase of Levi's apparel worth Rs . 13999 , absolutely FREE . Also , get an assured GV worth Rs.500 on all purchases . T & C To opt out call +919986452499 .",en,spam-promo,harmful
EnZ-gsPVoAE2Rlp.jpg,"@KotakBankLtd  Looks like phishing  sms using kotak identity, please verify and take action. These fraudulent attempt to obtain sensitive information. https://t.co/SCwvvcDkME",Dear customer your KOT.K MHINDRA BANK A / c will be close . Please complete your verification . Please click on this link https://bit.ly/2UQEDE4,en,phishing-account alarm,harmful
EDtBFADUEAEq48q.jpg,"@BlrCityPolice @PIBHomeAffairs @CPBlr @Airtel_Presence @Cybercellindia 
Possible ongoing IT fraud.. received few sms which are clearly attempt to fraud. Request you to please look in to it. https://t.co/mqQzIbc6ep","Your pension Rs . 70,000 can be approved under Yojna . Click Here https://wow.link/eP6",en,scam-financial,harmful
EImtmbyU0AIDj1G.png,@riteshagar @oyorooms the number times you've said that you've removed me from your SMS list is insane. I still keep getting it. Time to spam back. #OyoSpam https://t.co/n4lUzRHHw2,"OYO LIFE Diwali Dhamaka ! RENT FREE OCTOBER !! Book using code OCTFREE , move - in between 15-27 Oct to stay free for rest of month . Visit : bit.ly/2mviRZ7 T & C apply",en,spam-promo,harmful
D5JE_kTUwAAGthf.jpg,@tatatrusts @RNTata2000 @TataCompanies @TataPower below is the SMS I received and link which gives me a opening in Tata Company.... I know this is fraud but how can come one registered on TATAHR send people message... Pls have the needful done... https://t.co/BHT5ex0lnF,URGENT CALL - 7300640719 You are short - listed by Company . You will come to Company . Please Download LETTER by Link - WWW . 6565464545.blogspot.com,en,scam-other,harmful
EW6nzPdUMAI4Csa.jpg,"@IndianCERT Received SMS and it looks like fraud, possibly many people would have received this and your team can stop them by taking some action. Could you please look into this? #Fraud #SMSFraud #FraudAwareness https://t.co/W7li6SmBMq","Dear Customer , Your P - team K - Y - C has been Suspended . call us 7866893582 immediately . Your account will blocked within 24 hrs . Thank you .",en,scam-account alarm,harmful
EAOjA2QXoAAC5K2.jpg,PF'S SPAM SMS CAMPAIGN TO THE ZAMBIAN PUBLIC https://t.co/F3qTr7deDp https://t.co/UKjRsy0kEg,We have the responsibility of developing our nation ; Let us all contribute to the betterment of our country . Airtel 17:14,en,spam-vote,harmful
D__vGmpXsAIPpJR.jpg,"@etisalat @dutweets +971 56 949 0280

These person was trying phishing attack, he even sent me sms messge spoofing emirates ID. Please put these unscrupulous people where they should belong https://t.co/Rd6z6RfDet","Dear customer , your application number 800 the name of  o - been verified . The issuance of the identity card is under process , for more information please visit www.ica.ae",en,scam-other,harmful
EZodmxmXgAEa6Y9.jpg,"@BSNLCorporate 
@TRAI 

Dear Sir/Ma'am, 
     I am receiving two spam SMS daily from BSNL which is very annoying. 

I don't even use BSNL.

Below is the picture of the spam SMS.

Kindly stop it, this is non-sense❗❗❗❗ https://t.co/Pwxjn1EzkR",BSNL has installed Quality Telecom Network in the country & now focusing on improving it .,en,spam-other,harmful
EO0ezUnU8AUg8AT.jpg,Attempted fraud @Paytm from BP-PTMKYC! @DelhiPolice @TRAI These fraudsters are using this bulk SMS service. I need to see action against them asap. https://t.co/OWGlSQau1T,Dear paytm customer your paytm kyc has expired contact customer care No - 6291555763 immediately . Your account will block within 24 hr.thank you paytm team,en,scam-account alarm,harmful
ATa6QOHiWC_tseuL.jpg,"Another sms #ScamAlert  #scam. Looks like a genuine #royalmail text but isn’t, and you can see this if you press and hold the link to view it. https://t.co/WM6idhWfCK","Your parcel is being held at our depot due to an unpaid £ 2.70 shipping fee .  Please pay the fees before Saturday , 06 February 2021 otherwise the parcel will be returned to sender .  https://royalmail.co/ schedule - delivery / ? GV666230065GB",en,scam-delivery,harmful
EmDDoI9XIAIo3s7.jpg,"A SL resident sent us the screenshot below of a phishing scam purporting to be a #Coronavirus update. The Scottish Government have a SMS update service for people shielding but you have to sign up. If you get this text, delete it #ScamShare #ScamAware https://t.co/zGLcvSJhvR",Important Coronavirus update in your area http://bitlynow.com/ MTM1MTAyNg,en,scam-covid,harmful
EAUf-jAXkAAo72t.png,"Another Tax Refund Related Scam!
Why are SMSs and websites like these allowed?

Scam site hosted and registered via @Namecheap 
SSL by @SectigoHQ 
SMS sent to me via @ThreeUK

#Fraud @actionfrauduk @Nominet #ScamAlert @googlechrome https://t.co/iz1FfRR9PH",DVLA : You are eligible to receive a tax refund of 805.07gbp Please submit your request via uk - refundfina.lgive - back .co.uk / gov,en,scam-tax,harmful
Dv4xPswW0AAlrsR.jpg,"STOP SPAM @MTNzaService

Nearly 30 spam sms between 1 Dec and now. GO AWAY! I'm an @Afrihost client. Please help me unsubscribe from this bull https://t.co/q5RuicZU8z",#wegotu this SUMMER with 500MB data + 100MTN - MTN minutes for only R65 valid for 30 days . Dial * 142 # & select SummerSurprise for daily & weekly deals now !,en,spam-promo,harmful
EX4zCMNWAAEn9DE.jpg,@DVLAgovuk - I received this scam SMS this morning. This appears to be from Russia. https://t.co/JtpSKnYyiQ,"DVLA : Due to recent calculations , you overpaid us by 203.07 . Please follow the link below to process your repayment https : //dvla.refund-form347 .com / ? c = 2",en,scam-financial,harmful
DddX35JXkAAI0Mc.jpg,@Paytm @Paytmcare Received a fraud sms today in ur name...u people need to keep a check on such things. Here’s the screenshot of that sms https://t.co/EPHmvDimyO,Dear sir Congratulation You are product order Paytm mall company At Paytm mall shopping tv show the results are out in Paytm mall Your name to open the luky drw Tata safari cost RS = 1260000 at The charge of your REGISTRATION Service payment RS = 7500 Details contact = 9534569495,en,scam-prize,harmful
EokuFxGWEAgjDAe.jpg,Big wave of scam not SMS for a few hours targeting Ledger Wallet holders. @Ledger https://t.co/GuLV4Mf1rz,Your hardware wallet has been deactivated . You are required to pass verification due to the new KYC regulations . ledger.com.device.id.756728.app/ verification,en,scam-account alarm,harmful
D_nu-wGWkAIkrfH.jpg,Anyone in #Bahrain who received an SMS from #Netflix about a problem with payment DO NOT OPEN THE LINK. It's a phishing scam designed to steal your CC info. https://t.co/t17bGOxwWZ,Oups .. Trouble with your payment ! Update your billing informations on the following link : http://bit.ly/2NXMRda,en,phishing-account alarm,harmful
EhYpwugWsAAE6xR.jpg,Heads up people there is a fake sms message going around claiming to be from @PayPalUK DO NOT click any links in the message this is a scam @northumbriapol https://t.co/BeX24d0IM8,ALERT : A suspicious login to your PayPal was made in Manchester on 7th of AUG at 5:49 PM if this was not you immediately visit : https://user-id214.com,en,scam-account alarm,harmful
EIMgXqhXkAAe025.jpg,@shekharz1967 recieving  daily calls n  sms  for depositing money in sbi ac 38321852473.Reported the same to ur @TheOfficialSBI . The guy keeps calling stil.Local Sbi confirms that live transactions in the a/c.Are these kyc enabled accounts . Hw to report fraud #vigilanceweek2019 https://t.co/9lgn32eGXM,"Diwali Dhamaka Offer ( Congratulation ) You Are Winner Of Shopclues Company TV Show Online Shopping Centre You Won The 1st Price Tata Nexon Car Our Amount RS - 6,90,000 Please You Have Pay Company Registration Charge -RS -6,500 ( In State Bank Of India ) Date 24/10/2019 Deposit Details For Contact Me Helpline Number Toll Free 1800-313-3226 WhatsApp Number 6289311957 LOGIN WWW.SHOPCLUESONLINEWINNER.IN",en,scam-prize,harmful
Dlt59wfW0AIDYZy.jpg,"spam sms received on @Vip_mobile postpaid number, it is not possible to respond to the number from which it was sent https://t.co/l2PvZxtAnm","THIS MOBILE NUMBER HAS WON $ 450,000.00USD FROM SMLPRO REF # 48020 , FOR INFO CONTACT MR . ANDREW WITH YOUR NAME , ADDRESS AND NUMBER TO EMAIL : FCENDEPT@GMAIL.CO M.",en,scam-prize,harmful
DZMYV73XcAA-gKm.jpg,Just came to know I will be a millionaire if I follow the instructions of this Scam SMS.. Many Innocent get trapped in such misguiding messages. @PuneCityPolice https://t.co/DrvuuezXwV,"YOUR MOBILE - NO HAVE WON 4.6 CRORE RUPEES FROM SAMSUNG GALAXY PROMO , TO CLAIM SEND YOUR NAME AGE ADDRESS MOBILE - NO OCCUPATION REPLY TO : samsg0238įgmail.com  YOUR MOBILE - NO HAVE WON 4.6 CRORE RUPEES FROM SAMSUNG GALAXY PROMO , TO CLAIM SEND YOUR NAME AGE ADDRESS MOBILE - NO OCCUPATION REPLY TO : samsg0238@gmail.com",en,scam-prize,harmful
DkkRY5nWwAAYjZ5.jpg,"@Dominos_UK Every time you send me an SMS the number is question changes. This makes blocking impossible, it's outright spamming. I've sent a written letter to the ICO. #spam #Dominos https://t.co/qRhwxxACuD","Domino's Wolverhampton Two for Tuesday Buy 1 Pizza Get 1 Free , Every Tuesday Tel 01902331133 or @ dominos.co.uk T & Cs OptOut STOP TO 07860020301",en,spam-gamble,harmful
D6nhIIrWsAA-wzJ.jpg,Spam SMS marketing fail https://t.co/vZ0I8W8chS,"#Mark White NIC launch #Going all out #Witkoppen Rd , Fourways #Free Service Plan Upgrade T & C #Fantastic deals #Food , coffee , entertainment # 011-4656263",en,spam-promo,harmful
EMhXgpiVUAAF5zz.jpg,This is an interesting new take on spam / phishing SMS - using a human name for the sender. https://t.co/hL3ZYXRHCj,Jennifer sent you the wrong link last week . Sorry . This is the correct one http://ptrnh.com/3115,en,scam-other,harmful
EDCpQZ1XUAIPzCJ.jpg,"@Paytm @PaytmBank 
A fraud call came to me for cash back offer.A fraud link is in the SMS.

Please take action . Its urgent otherwise people will share their username and password . 

I have shared the fraud call number in screenshot! @PaytmCybercell https://t.co/kTURnxrS5Z",Welcome to paytm payment bank your kyc done successful in your wallet get 1000 kyc cashback click in link and login your paytm https://2a3d41ec.ngrok.io,en,scam-financial,harmful
EODh6VpU4AU7aCn.jpg,"@JioCare @reliancejio @TRAI @DoT_India  @KotakBankLtd @Buddyloan_in  why after so many complain complain with Jio and DND Registered getting regulat Spam message , And From @KotakBankLtd  Sms got to much frustrated weakly getting 2 3 massage from @KotakBankLtd https://t.co/zEI00o7tLF",PAN + Aadhaar + 5 mins - Instant Personal Loan Approval Get up to 5 Lakhs Instantly ! Apply Today http://gfdk.in/s/GA400 JUrco,en,spam-loan,harmful
EzwfIM6VcAEBfAf.jpg,@CelsiusNetwork I just got a scam SMS https://t.co/rxIAGR2sQY,"To celebrate the release of the new Celsius Web App , HODL your crypto with the Web App and receive up to $ 2,000 in bonus : https : // celsius.loan/",en,scam-financial,harmful
Ev3VtO2VcAIaYrQ.jpg,And many more spam sms https://t.co/pPy082sTOy,"2200 SqFt - 4 BHK In DLF Garden City , Gurgaon At Rs 1.25 CR onwards With Terrace , Basement Call 9311015437",en,spam-promo,harmful
DZw6r86XkAAmUZC.jpg,"Oh, this is tax season and scam sms from “HMRC”. @ThreeUKSupport could you please sort it out? https://t.co/yCb8fwLkSa",You have a pending payment of 265.84GBP from HM Revenue & Customs . To proceed please fill your form below . govuk.ref7911.com,en,scam-tax,harmful
EuGtfkjXIAElqq0.jpg,Received pretty credible phishing SMS this morning purporting to be from @RoyalMail . Was expecting parcel so clicked through not thinking... https://t.co/WlJB0PW1hf,"Your parcel is being held at our depot due to an unpaid £ 2.70 shipping fee .  Please pay the fees before Monday , 15 February 2021 otherwise the parcel will be returned to sender .  https://royalmail.co/schedule delivery / ? GV670517065GB",en,scam-delivery,harmful
DWN-6C3VwAA0hiD.jpg,Yo @getwalnutapp ... I uninstalled your app 'cos I found no worthy use of it to manage my expenses. But that doesn't mean you can send me an SMS with fraud payment reminders. Who the hell signed off on this dumb idea? https://t.co/I59oi47Cn9,Bills due next week 24 - FEB - 18 AIRTEL 80 21 - FEB - 18 LIC 29 Track your Expenses & Bills with Walnut - One App for All Banks http://wnut.in/GetBillAlert,en,spam-promo,harmful
EmajHh4XUAESBfI.jpg,@HalifaxBank - sms scam alert impersonating you. https://t.co/D4QBMISocK,HALIFAX ALERT : A payment was attempted from a new device on 09/11 at 18:19 . If this was not you please visit https : // . halifax-online-verify.com,en,scam-account alarm,harmful
D0PU0KWWwAAJGhI.jpg,@airtelindia @Airtel_Presence why can’t your intelligent network filter these obvious Spam SMS? One from someone on behalf of @YESBANK https://t.co/8dtGV45N8Y,YES BANK Personal Loan New Rates 10.75 % IF YOU HAVE Other Bank PL Transfer 11.99 % We Do NON - YES A / C HOLDER ALSO TO APPLY CALL Tamanna 8050136546 T & C,en,spam-loan,harmful
EOTyvsrWoAALDkB.jpg,"Aren’t we super lucky, my wife and I both received this SMS today, I wonder if I should click the link and possibly give my bank account details to receive the money from @Argos_Online #phishing https://t.co/10rfGHMSeZ","ARGOS - Congratulations , you've won the £ 500 gift . Your gift is valid until Sat 18th  January : https://bit.ly/ ARGOS - 36VWfCW",en,scam-prize,harmful
EXrAzRyXkAA34aV.jpg,"Nice #SMS #scam from someone pretending to be @O2 this evening. Don't click, #StaySafe. https://t.co/7jWp65MYSJ",02 : Payment for your latest bill could not be processed by your bank . Please update your payment information via : https://myo2.bill210.com?02=2,en,scam-account alarm,harmful
Ev3Vt5DVoAIz3Lx.jpg,And many more spam sms https://t.co/pPy082sTOy,"Tenant : Yo CHINA Price : Rs 2.75 CR , In Gurgaon Lease : 9 Years Rent : Rs 1.27 Lac Monthly Call 9711895280",en,spam-other,harmful
Es9TJ-aU0AMHgtu.jpg,"@pnbindia please look into this as I don't have any PNB bank account but received this type of spam sms. 
@Cyberdost @dtptraffic  please look into this as this looks like fishing sms. https://t.co/ffeq9T4RSq",Dear customer your PNB BANK A / c will be close within 24 hr's . Please complete your verification . Please open this link rb.gy/crua29,en,scam-account alarm,harmful
EIR4Er5XsAAOX_J.jpg,"@idea_cares Why am I receiving all these spam SMS inspite of having full DND on my number? Please stop these kind of SMS from ""GREENA"". https://t.co/4dRn6rJfOt","We have $ 25,000 transaction on your name . Check here http://bit.ly/Transfer-Money",en,scam-financial,harmful
Enrc987XUAAcZ6D.jpg,"Everyone want to have some fun F*ckling with a scammer?

Spam the shit out of this number!

Use a burner SMS!

1 (803) 459-7482 https://t.co/xifK3jhUcf",Your Netflix account will be locked because your payment was declined qv02g.com/,en,scam-account alarm,harmful
DtTcLbtU0AEQBqG.jpg,@KolkataPolice  Fraud call /sms in the name of paytm. Look into this matter @Paytm @Paytmcare https://t.co/HTsnzH36fh,"Dear coustmer , you are the winner of PAYTM.COM online shopping company wine the prize ( TATASAFARI ) which cost is Rs : 12,40,148.00 .The charge of you Registration service charge Rs 6500 rupes only . This is valid Today know more for details contact at Helpline no : ( +91 ) 9073869783",en,scam-prize,harmful
