image_name,tweet_translation,sms_translation,sms_language,topic_label
Ers5xcKUYAMAe8E.jpg,"CERTFA reports that Iran's Charming Kitten (APT35, Phosphorus) group was behind an SMS spear-phishing campaign over Christmas https://t.co/lP0qn3Ml5q https://t.co/yk9pfh4Csu",Google Service : Dear Congratulations ! Your Google account has been recovered successfully less than an hour ago . Please confirm your identity using the following link : https://www.google.com/url ? q = https % 3A % 2F % 2Fscript.goo gle.com % 2Fmacros % 2Fs % 2FA Kfycbw3 || DYJI6rF6EzKCxLhgD GnSLOlxYK5KVVdUJVeZVUOQO W WB % 2Fexec % 3Fesubject % 3D % 26eto % 3D,en,scam-account alarm
EAyL0F5U4AACEy2.jpg,@Telkomsel Hello I got a spam sms today. I have dm my no. Maybe tomorrow I will still get spam sms back. https://t.co/b9eAp04F8l,KOPRASI SEJAHTERA OFFERS ONLINE LOANS. LIGHT INTEREST WITHOUT COMPLAINTS QUICK LOAN PROCESS FROM 10 million to 500 million Interests Chat WA : 0812-5172-4593,id,spam-loan
Edi6sszU8AEn_ge.jpg,"Regular I get a sms on my phone for Paytm kyc update by fraud team be careful
@consumrconxion
@consumervoicein
@newproblem
@consaff
@ufteryou
@jagograhakjago
@jagograhakjago_
@consumercourt_
@thebharatseva
@consumer2court
@babagolmaal
@bhonpu_news
@just_outspoken https://t.co/EVNskHUcEy",Dear Customer Your PayTM documents Has been expired Today.Please call us 7866037046immediately . Your Account diactivated within 24hrs . Thankyou,en,scam-account alarm
Du1jhtoUYAEwqFM.jpg,"@aduanBRTI the following sms are suspected of spam, offers, fraud: gambling, credit, content, etc. (2) https://t.co/JvZXwh7Qhj","This Rek&#39;s Cream, BRI; 3550-0103-0729-537 a/n DESTI HERLINA .",id,spam-promo
Djfwu1cWsAEN_lJ.jpg,@ingnl Just received a phishing SMS.... https://t.co/oKBwMV80j9,"Dear customer, You have not yet completed the IBAN verification and My ING is blocked. Follow the steps on verification-ing.com to reactivate your account.",nl,phishing-account alarm
EneihY4VEAIlkvY.jpg,@aduanBRTI every day I always receive spam sms from illegal pinjol. Here are the sms and the number that did the spam. https://t.co/rD7jWpDVIH,"Your quota has been increased, get it as soon as possible, link https://bit.ly/3ibqZFX Or https://bit.ly/2QSooEz Or https://bit.ly/2EHmYdQ",id,spam-promo
EePcKKkVoAEpf7w.jpg,@Telkomsel please reduce spam sms like this to be unimportant and don&#39;t improve the signal either. ! https://t.co/7EWbrlY6e3,YOUR CARD THE CHEAPEST SAKTI CARD! COMBO SAKTI QUOTA up to 15GB FULL 24 HOURS 30 DAYS! FREE 150 min call and 400 SMS prices start from 75RB Buy at Aldi cell Outlet,id,spam-promo
EDcIld5U8AE2NsY.jpg,"@BSSN_RI @TMCPoldaMetro I&#39;ve been like this. Around 1 o&#39;clock a few weeks ago in the spam sms like this. Not only from oyohotels, from other applications as well. But I don&#39;t respond because this is a fraud fix. https://t.co/Z5oG2EmYuR","- .. s your OTP ( One Time Password ) for logging into the OYO app . For security reasons , do not share the OTP .",en,scam-other
EVkiX8OWoAYm_he.jpg,Hello @Economie_Gouv I received this spam by SMS that I reported to 33700 but I think that it will not be taken into account because there is no sender number to return. https://t.co/Niba2igMt6,"Hello, Your tax refund is being processed, Please confirm your identity: https: // tinyurl.com/impots gouvr Thank you STOP 36034",fr,scam-tax
DUKrPinXUAAN8V6.jpg,@amazon looks like someone is sending out some sms spam on the back of your brand. #bookwriters #spam https://t.co/enojHi9bep,Last 2 Hrs Left to Activate your 85 % Amazon Coupon for your Book Writing & Publishing . Click Here book-writers.com to Activate Now .,en,spam-promo
DcuuCk4XcAAWm-1.jpg,"I think the government is lying about the regulation of cellular sim cards. In fact, in the field, sms like this is still roaming around, Pls block who likes sms, it&#39;s really spam, sir. Influential consumers @herrysw @SobatHAPE @tanganbelang_id https://t.co/dudDjp1a8u","SOLUTION TO CLOSING CC &amp; KTA, Dizzy with CC &amp; KTA Bills, Dizzy paying for minimum Payments, MAX 60 % CLOSURE disc / In CICIL MAX 60x Interest 0%, Regina TLP 08128256889",id,spam-loan
Ea8wDNMXkAA_gBo.jpg,"We don&#39;t know each other personally, @louis_aliot, your ideas disgust me, and I am not registered on the electoral roll, but your stupid com service STILL allows itself to send me an unsolicited SMS on my phone yet registered on red list ... # spam @CNIL https://t.co/5bDTNhZnpG","Hello, Louis Aliot is counting on your vote on June 28, if you cannot come, we can help you. Call us on 0766768552 or write to perpignan 2020 @ louisaliot.net SMS addressed due to health constraints STOP 36200",fr,spam-vote
EESLPNbWsAE1smA.jpg,"@Paytmcare this evening i got a call from this number, stating that calling from paytm customer care. He told me to please click on link shared in sms to get 1205. When I asked some details then he disconnected the phone. Seems like some fraud going on. 
Please investigate. https://t.co/UUxbBfmRLq",Welcome to PayTM your KYC done successful your wallet get 1205 rupees kyc cashback in wallet click in link and login your http://6c0bc0d8.ngrok.io/ paytm,en,scam-financial
